1	coronavirus origin	812339	395103	470009	969497	742374	920586	972303	968772	837899	679346	566583	967111	780271	974842	601663	119558	980579	861172	4368	791602
2	coronavirus response to weather changes	812339	395103	546536	431291	114353	401040	900784	584114	220301	566583	226352	227818	948468	530925	565345	756326	235658	8490	1144855	601604
3	coronavirus immunity	812339	566583	70274	346060	639439	395103	396231	396237	537423	798546	844309	791602	407267	576798	488390	852043	912859	95886	393078	565944
4	how do people die from the coronavirus	812339	337920	207677	221827	589886	228052	210138	566583	395103	292058	301730	461251	216638	234621	214330	495955	1178504	292098	587036	576948
5	animal models of covid 19	866264	407267	867604	537254	553773	282350	812339	968434	478536	183382	429505	152486	45773	287205	867640	537272	572260	152516	910276	554759
6	coronavirus test rapid testing	812339	395103	566583	1073930	537269	428588	679350	456770	902999	871713	892712	224328	835234	902930	570279	825062	903132	870922	76028	913709
7	serological tests for coronavirus	812339	566583	395103	456770	902999	679350	537269	570279	871713	428588	913039	877946	870922	574144	903040	835234	468983	237927	76028	389142
8	coronavirus under reporting	812339	395103	566583	407267	126434	152488	557644	95886	488390	237927	861597	635118	791602	389142	844309	488920	576798	236135	670332	679346
9	coronavirus in canada	812339	395103	566583	407267	95886	565944	1011069	576798	537441	182792	488390	841757	844309	889531	679346	537411	152488	838737	791602	727314
10	coronavirus social distancing impact	812339	566583	395103	407267	235658	635118	874114	171795	1011835	246431	859124	389142	251724	636978	657599	286547	74519	203841	257150	211959
11	coronavirus hospital rationing	395103	812339	885805	566583	37252	623624	291711	239984	407267	205569	199507	813286	95886	452561	901762	1143457	237927	491065	199987	214442
12	coronavirus quarantine	812339	697007	788929	484507	484505	126091	123827	395103	788927	817771	407267	395889	259369	271797	566583	565944	573963	395189	6635	537439
13	how does coronavirus spread	812339	226574	227565	236779	395103	207255	1022666	236780	1181540	847483	226464	566583	237974	1060420	183574	207769	226450	829664	210157	191037
14	coronavirus super spreaders	812339	395103	457544	226574	847483	537272	236779	566583	1022666	173785	635115	189838	913360	207222	844309	832385	407267	791602	393078	236780
15	coronavirus outside body	812339	566583	395103	537411	537441	488390	495955	152484	407267	884886	670332	241512	54511	470599	669886	74519	68223	1011069	984723	861155
16	how long does coronavirus survive on surfaces	242655	242654	252048	242672	241934	259020	242041	242020	242034	1180143	251995	247004	247002	250965	812339	1180476	241512	395103	242348	242600
17	coronavirus clinical trials	812339	395103	566583	173785	283369	913360	407267	22925	393078	635118	920239	929541	207222	456770	734977	677794	95886	199507	537272	791602
18	masks prevent coronavirus	528646	536256	869192	23563	812339	885588	869191	428308	685178	1156466	852648	175785	580260	1162577	557625	400697	1173041	80914	842116	367645
19	what alcohol sanitizer kills coronavirus	812339	15252	599891	457526	832404	20896	877224	956607	51682	190632	596696	387284	207222	877315	162823	1140050	154805	554091	848768	162803
20	coronavirus and ace inhibitors	812339	10512	710869	630968	632244	173785	1005413	659008	207222	707419	566583	20896	913360	20690	283369	95718	920239	395103	554091	393078
21	coronavirus mortality	812339	395103	221827	566583	407267	621106	773607	821027	393078	456179	583310	461251	833615	337920	247002	734977	251724	292058	657599	589886
22	coronavirus heart impacts	812339	566583	537411	635118	635117	395103	666339	1005590	861155	734981	734977	495955	221827	1181549	407267	173785	11178	488390	165079	825810
23	coronavirus hypertension	812339	566583	537411	790710	1154677	734977	861155	395103	412730	506638	635118	622649	719882	389951	1005590	756706	468983	756708	756710	173785
24	coronavirus diabetes	812339	142792	566583	816014	705544	142779	395103	68849	718230	142788	152484	739131	734977	66421	557634	142803	393078	142746	593376	621372
25	coronavirus biomarkers	812339	566583	556107	395103	635118	555604	456770	734977	555603	679348	393078	236135	517672	571737	679346	559310	237927	877946	537269	679350
26	coronavirus early symptoms	566583	812339	395103	558053	497969	396165	558051	574144	177257	1183337	2876	861158	396158	507893	389142	177213	507856	507584	177236	509038
27	coronavirus asymptomatic	812339	566583	27766	395103	734977	861155	705544	537411	635118	403293	734985	88990	152484	791602	576798	593376	734981	844309	734970	407267
28	coronavirus hydroxychloroquine	812339	1070476	756533	916819	566583	753993	395103	95886	173785	672713	687174	406226	430634	846008	435102	913360	632244	753999	1011069	916821
29	coronavirus drug repurposing	812339	395103	173785	74519	656113	257150	791385	913360	225563	207222	584856	861160	430634	22925	426499	419161	8194	847483	656106	566583
30	coronavirus remdesivir	812339	395103	584856	790610	646887	653205	566583	823428	791602	430634	172709	487271	844309	790580	537411	1174810	173785	524337	913360	697814
31	difference between coronavirus and flu	146823	812339	149402	817202	931532	931531	147323	818553	149629	146824	147621	739470	150438	426552	141553	146102	759100	1178026	683605	816871
32	coronavirus subtypes	812339	566583	529574	528081	395103	530407	150541	298900	565944	528090	528202	528091	915644	529350	525889	528203	846008	915129	910944	528137
33	coronavirus vaccine candidates	812339	526182	530338	537423	838737	871160	760606	576475	838739	870091	912854	694058	428643	899046	1022498	461766	1022495	428638	821714	659992
34	coronavirus recovery	812339	395103	566583	426499	828437	257150	734983	258035	74519	393078	407267	576798	218980	173785	383871	404694	95886	73348	376502	237927
35	coronavirus public datasets	812339	395889	395103	886587	566583	568651	972712	152488	407267	393078	286547	89341	236135	150945	440593	679346	537272	560477	604691	389568
36	sars cov 2 spike structure	564467	698899	883488	972303	423142	1170922	1003339	493032	793682	926736	793724	259472	798681	812339	845789	954353	997511	1166110	874147	423141
37	sars cov 2 phylogenetic analysis	972303	883488	423142	564467	1170922	1003339	926736	698899	793724	493032	362742	423141	968511	698903	900431	171160	482812	6273	997008	812339
38	covid inflammatory response	759076	759065	1004743	395826	392795	912903	622710	759066	759071	573783	639621	152364	631949	6299	235867	186510	1020992	846309	395845	759070
39	covid 19 cytokine storm	557461	812339	1148457	737163	401040	114925	119859	95886	631949	721200	1172943	1165125	6842	186510	396237	670332	781204	993633	737162	395826
40	coronavirus mutations	812339	566583	395103	140314	407265	527896	734977	1170095	562130	537411	774537	915128	92270	562131	635118	705544	920586	880291	691922	460742
41	covid 19 in african americans	12439	203817	468573	274682	937116	1030246	63675	292619	274627	600613	292621	970283	292598	417106	551378	95886	300151	600619	621141	1178450
42	vitamin d and covid 19	916886	195852	430983	582503	751823	149143	861391	173842	861445	173832	654868	1185658	1146424	751963	537799	621272	888845	861444	626606	429243
43	violence during pandemic	645120	1011835	471465	690512	816871	1022255	430906	573963	781204	947306	1082109	471466	562893	3571	152292	391018	657599	286547	203676	1173130
44	impact of masks on coronavirus transmission	812339	528646	395103	536256	23563	869192	885588	1060420	847483	1156466	6	1162577	400697	852648	80914	844309	566583	488920	575555	123718
45	coronavirus mental health impact	812339	566583	226880	15257	152527	670308	508199	207035	407267	395103	565517	171795	155084	670332	292428	473426	899888	524746	50786	288368
46	dexamethasone coronavirus	812339	738982	738983	738992	142620	809606	408124	566583	738989	846008	95886	738988	408123	395103	1011069	537411	537416	455764	142637	565944
47	covid 19 outcomes in children	503293	188165	373383	91752	389025	155630	496671	550780	568466	773660	779368	761610	550133	535346	551768	392623	253023	14523	1148184	288366
48	school reopening coronavirus	812339	395103	944585	892556	407267	91752	1146383	944482	566583	947517	152488	1164992	916405	488390	281659	493544	395889	952974	971684	892481
49	post infection covid 19 immunity	852043	639439	912859	392795	95886	70274	912854	396237	798546	141711	396231	152299	830738	423458	885564	537423	537243	576798	11274	732462
50	mrna vaccine coronavirus	812339	537423	489518	838737	838739	694058	760606	395103	535350	860097	847483	852782	654627	462028	1154577	173785	566583	8194	537436	535342
156493	do goldfish grow	208345	363730	233378	684998	1141675	238171	932038	208526	626582	558719	809048	249480	337115	261603	1079998	53120	300685	559358	567704	209638
1110199	what is wifi vs bluetooth	404536	862911	706300	724909	675053	862908	54877	854327	724924	932391	643115	431452	724914	724917	724920	220879	655143	854274	1148065	655145
1063750	why did the us volunterilay enter ww1	920105	927152	909732	935435	1063727	924033	1063710	1143048	1139705	1074372	393068	942472	1063967	214286	1181800	1055231	941125	213494	658366	16861
130510	definition declaratory judgment	116309	814350	831864	135711	123061	919133	960577	472038	1156641	759862	787127	433501	482532	133808	702170	119992	1141808	1160533	654624	116252
489204	right pelvic pain causes	583919	87860	890453	581232	590717	601403	591269	601404	601392	590718	590587	1165102	88152	581449	88149	591265	87803	472817	581393	590513
573724	what are the social determinants of health	18963	568723	93708	681018	1071747	138239	797481	1138372	876828	797593	868762	1009403	803206	1166975	626090	878083	874991	831493	87975	128062
168216	does legionella pneumophila cause pneumonia	439103	439101	48256	834871	765187	87217	416184	585593	810287	590917	784790	87960	509124	873176	590921	828046	784796	507098	508088	765190
1133167	how is the weather in jamaica	237799	853885	544594	574456	807336	1167411	542826	544597	544602	933628	424962	39054	237800	1157945	1147526	47031	1142716	237801	512161	45929
527433	types of dysarthria from cerebral palsy	211962	177029	587390	120667	899699	428632	741994	182009	120668	134162	529122	177030	405872	120669	529135	729177	729200	405871	914744	528946
1037798	who is robert gray	1034876	1034424	1033539	762405	1035246	1036875	1037845	619528	685853	1053828	335287	1033349	1024168	638488	334444	831062	841588	938556	447897	1054066
915593	what types of food can you cook sous vide	648259	500752	400980	931069	258207	150304	527782	798215	660210	272194	902065	80554	150268	915606	527802	915801	900967	99362	527794	1159442
264014	how long is life cycle of flea	262314	828236	426710	251750	245062	241928	241927	267872	241926	241931	253833	260585	260643	249410	270451	240511	270450	262505	264688	765675
1121402	what can contour plowing reduce	97846	51113	529302	645761	372788	784602	1171903	624473	97843	130435	645760	476054	548017	682867	735143	563634	383921	584728	997021	496701
962179	when was the salvation army founded	1004016	625421	237707	492543	492546	567568	24778	174889	1001327	517312	699303	518709	492549	962676	960247	962536	427847	956474	958252	960512
1117099	what is a active margin	768476	816534	519901	124764	469267	690082	128173	221223	855610	768480	129899	804030	768478	646817	690081	976211	734544	120730	707748	445314
148538	difference between rn and bsn	816213	1156356	717223	778416	149307	792015	1073871	489487	312990	633596	633602	675695	816933	633593	487940	816910	325138	160314	596562	255692
451602	medicare s definition of mechanical ventilation	860652	690408	1044758	188115	815702	131389	770555	23586	417704	1166572	770543	770547	451479	791138	168644	815205	417714	889865	1035968	1016916
359349	how to find the midsegment of a trapezoid	383321	805312	450948	358329	846404	972153	524195	704128	1018401	282054	857334	1009564	929914	1169497	893402	299345	391890	704126	822012	524192
1115776	what is an aml surveillance analyst	844469	710358	631517	715896	446881	17522	631518	672755	16971	711576	568977	787086	710497	769675	710289	505738	275427	599438	652530	855433
1112341	what is the daily life of thai people	803496	281633	1154590	803504	872337	933834	850887	1144596	854697	294110	974355	625596	1151957	159319	823901	18872	803506	933736	242174	754415
131843	definition of a sigmet	127084	699949	796095	498790	139903	796084	699950	796142	547033	700020	449213	1160614	1170630	138178	127058	1185509	497804	497367	498196	127081
104861	cost of interior concrete flooring	96653	327583	103315	104801	481054	96652	328992	103317	96648	103142	109559	316855	103324	33563	187985	107262	106190	96658	315138	33560
833860	what is the most popular food in switzerland	868344	189112	801540	801537	673006	522642	574080	801536	930545	568370	750832	425108	801533	456407	872044	865079	571789	872581	565749	425112
207786	how are some sharks warm blooded	25854	220755	22994	24045	24983	640854	25903	210983	564736	558705	158917	150074	870516	893418	20659	1151725	597325	68228	72292	911089
1114819	what is durable medical equipment consist of	741798	653086	527425	682320	1162601	1008823	791395	770427	25064	733949	130921	569597	527557	556114	741796	120644	129495	877171	718467	741797
183378	exons definition biology	134515	120506	1145165	745616	817759	180998	180997	682615	744270	183370	891820	184238	129532	745725	447772	1166427	12143	636122	1158438	134518
1106007	define visceral	654832	537506	140135	450448	17825	861261	861263	139307	861262	7741	128947	853017	452008	1168467	139306	861264	537504	861277	777816	139305
1124210	tracheids are part of	1171199	906040	519204	516858	848885	401139	518260	516859	912053	856942	867978	891428	976260	429812	579525	703892	1694	555805	823023	900248
490595	rsa definition key	126638	792600	792606	792602	1147304	131706	845029	792599	792603	845030	647291	792605	845031	792628	702297	792619	792604	688134	1152891	797128
1103812	who formed the commonwealth of independent states	1019837	1020196	1014975	1061078	1007161	2964	1063323	462119	1062018	941358	634850	618639	816261	213012	942846	942853	958120	213009	568388	213011
87181	causes of left ventricular hypertrophy	88155	810405	82670	1146676	1009407	896861	87179	88145	86888	548863	756722	1068168	1068171	85711	426687	86887	1162308	566541	84865	590995
443396	lps laws definition	767088	767090	769872	767061	716055	561289	767067	443375	710605	716064	1161228	767082	673387	623821	628076	716066	580620	767068	766089	767081
1121709	what are the three percenters	703374	473218	576202	355638	186784	473273	849448	1169414	857694	782676	703438	1162491	3070	782689	386469	855644	672339	792768	1149780	490688
87452	causes of military suicide	583971	85998	85803	457016	849201	848629	1041859	424930	812034	833506	494307	1079732	960029	407637	1007734	894238	402724	1036260	1048069	1165819
855410	what is theraderm used for	744850	674134	627117	677560	686611	627050	722456	182796	754300	816000	916355	859829	557559	128358	575473	703084	772119	563841	859762	690303
1114646	what is famvir prescribed for	742807	671867	832395	791385	746242	913360	621149	632244	173785	746293	22925	746310	741898	746240	690793	746295	746294	207222	409879	770632
19335	anthropological definition of environment	682613	1158449	136510	130642	19215	113506	121863	177741	134386	505803	121045	180938	134388	19337	180940	742514	499908	488413	742528	180951
47923	axon terminals or synaptic knob definition	47917	451176	865352	794688	463340	463284	819994	8882	692279	1163057	673919	632734	834412	826643	555255	850779	721671	516553	935269	21025
405717	is cdg airport in main paris	1004938	1004942	990292	552212	89373	884318	930979	1140285	552777	991170	552549	171559	979848	803815	321373	983313	1004994	990314	1017584	1004973
182539	example of monotonic function	182560	691502	122483	124209	714303	640487	714253	1147154	1009966	505552	527079	353276	527864	192275	236815	91359	182473	1162933	691476	681180
1113437	what is physical description of spruce	117068	799007	501889	597616	148782	90652	159083	233584	783663	915025	871095	597898	678884	909242	909275	546061	733139	1168922	2477	565332
1129237	hydrogen is a liquid below what temperature	850403	756479	389814	122458	431358	639201	1011061	901893	599079	756487	29040	412651	393869	848932	756490	412650	416510	412681	909724	756489
146187	difference between a mcdouble and a double cheeseburger	866931	446700	446703	446704	911027	60526	276271	869260	1043480	59435	493112	61204	277930	275952	911025	815192	326452	931597	294504	1167303
1030303	who is aziz hashim	447194	1139783	334350	495386	1154332	389607	1138445	1035529	389606	1032313	495384	1038315	1038361	834744	1043015	1037649	1056473	1033466	1036219	1033695
1037496	who is rep scalise	1038173	887682	564163	1036742	790798	274876	288244	579807	288285	1037162	291867	534110	1037495	1037037	126733	1038199	457195	621549	892387	794107
1043135	who killed nicholas ii of russia	1138698	1159649	1002207	959086	517270	1142143	5298	1137390	1018811	28107	1043129	1056911	1056801	792834	1053699	835022	1038639	865579	1056490	1025980
1051399	who sings monk theme song	1052051	1049690	896543	1048372	1047018	136369	868894	1051671	1051512	1002989	1162729	1052085	1051644	673400	533894	1050187	525732	1157141	525718	519581
1064670	why do hunters pattern their shotguns	691949	496050	1161113	1076214	183769	150124	820984	78325	691950	236807	220890	691944	683307	1066399	850032	52310	1065843	1060901	654059	687273
1071750	why is pete rose banned from hall of fame	243911	959369	336190	144779	1043339	882159	973661	539886	824844	144136	938799	1175408	1144008	836367	418121	415110	431136	265903	583356	1030433
1105792	define geon	831047	1002420	194319	1158341	559331	823527	861797	861758	559336	194326	684693	705780	887739	838221	861790	750780	194509	121859	779166	194337
1106979	define pareto chart in statistics	90838	1157325	1155853	677090	686890	826737	558094	1007432	838459	822356	1162565	898692	525884	563267	370106	1165619	1021919	624374	1020187	498392
1108651	what the best way to get clothes white	386147	94908	902211	924589	371167	936860	362307	222339	598918	1150011	1164310	94770	598980	386143	361903	362869	375976	386274	356711	876936
1109707	what medium do radio waves travel through	220107	234422	10091	24583	831996	158671	1148719	24582	582325	484969	154910	873013	867934	876534	1155589	1021462	871277	159556	73124	1022973
1110678	what is the un fao	859177	852369	1042015	1042013	922937	5400	637342	829405	746153	858896	654465	858899	842984	550021	1157185	1074369	1164996	1039714	117373	842985
1113256	what is reba mcentire s net worth	1003243	298879	99964	991410	106479	790172	49492	951618	89482	1177035	93144	594838	154417	1154374	836147	836185	432689	48	503892	61409
1115210	what is chaff and flare	121553	187812	187813	627050	683432	697105	729528	676970	729524	634254	130064	90235	556352	677014	558886	677015	929671	729583	565104	700673
1116380	what is a nonconformity earth science	692660	644373	692668	742256	465062	644371	465087	131479	777256	777244	777243	91361	644376	465095	692663	858933	152128	575408	562386	465092
1121353	what can you do about discrimination in the workplace in oklahoma city	657215	743681	3583	134307	12894	22289	152835	708790	152212	12886	155981	12904	438828	1142405	1015629	1140295	872852	438987	618374	12880
1122767	what amino produces carnitine	415792	1005250	728005	1145409	888723	728000	767669	631512	763911	621939	290257	20831	554836	631509	1005248	519666	554832	282316	710324	20828
1127540	meaning of shebang	699699	751659	199632	808908	135159	495644	754774	647843	135187	201439	1161587	754781	448298	994378	774195	648613	831080	814586	559964	754337
1131069	how many sons robert kraft has	489572	334465	1039595	1138519	287033	1052625	1057220	918675	618986	296017	448095	985962	279410	1143227	1034238	1139087	1138725	1138724	296019	1028183
1132532	average annual income data analyst	46640	112517	30948	42244	36869	46469	313585	47634	43494	864344	37604	36483	47637	37708	37887	931011	186927	186931	31016	30983
1133579	how does granulation tissue start	638437	752497	846683	682957	872970	411507	196595	752498	1080325	521806	623217	685767	685766	601248	752490	815033	649544	1183008	594148	518977
1136043	difference between a hotel and motel	459702	1155604	738168	687146	1161566	559993	285579	669792	37266	310445	445671	650778	568229	205948	725484	711973	206071	920405	669767	639098
1136047	difference between a company s strategy and business model is	515645	675923	633692	726580	732595	571172	129286	57441	817259	57398	930425	62729	515651	57416	800221	180792	10853	1060161	99464	744149
1136962	why did the ancient egyptians call their land kemet or black land	924428	921579	968612	838156	554902	653131	742961	918464	1160234	17910	142131	969360	22234	1174088	921712	922365	837411	921074	17909	1072312
118440	define bmt medical	724976	724973	633353	642522	724977	794466	1151837	740496	1185025	825429	718233	856351	724972	740510	2167	859905	724941	633352	1161887	52541
121171	define etruscans	1183653	1057404	1050535	1008142	622952	121144	558374	745021	121165	181991	745187	181978	181982	745290	831004	181998	181979	134915	908602	182028
135802	definition of laudable	1137926	815720	495426	764810	128728	438062	688520	197264	931447	470375	97307	718467	1153862	197266	120644	129495	139191	95199	515341	1182477
141630	describe how muscles and bones work together to produce movement	216564	216562	338929	56343	219816	219814	216565	220261	342075	220259	220468	5187	577880	5186	172781	5897	565534	498978	513883	460579
156498	do google docs auto save	166816	378205	218981	965324	63085	721211	818326	706445	378305	78166	752121	348410	752120	69262	966297	79809	167475	337837	67734	11739
169208	does mississippi have an income tax	849937	802510	169209	1173204	953506	1004552	105264	848339	1020285	988017	166391	537331	571270	455002	840001	848415	836400	799660	279915	203033
174463	dog day afternoon meaning	681796	650024	174469	740709	838092	740710	950100	569264	262270	952698	132083	174468	1060376	946349	804238	282561	19212	950099	289477	932380
23849	are naturalization records public information	733472	775500	886587	533931	842555	714125	162283	462719	961923	359027	621806	22091	617949	417417	254258	329017	399458	671060	400340	259996
258062	how long does it take to remove wisdom tooth	257514	258037	257301	257505	256466	273908	267336	254732	265508	239442	267910	316484	250301	247937	110568	253305	257542	907490	258468	271118
324585	how much money do motivational speakers make	324925	1176869	321465	307063	324531	202573	311544	310791	307382	492123	43642	491910	491314	43641	327330	310465	311010	311541	42640	307625
330975	how much would it cost to install my own wind turbine	315942	104792	840701	314978	312172	312164	312174	109701	307925	514896	1078202	812718	314567	105912	310063	32356	1078203	105072	325127	102241
332593	how often to button quail lay eggs	246479	282807	271081	484370	242960	246478	395143	254449	484369	261192	331320	331829	257481	194709	244406	298186	331502	261584	246381	331499
336901	how old is vanessa redgrave	415047	1142567	335335	13810	291910	335274	334301	335334	657122	13145	335753	335756	337304	334922	335333	335752	1176430	652130	1034938	336072
390360	ia suffix meaning	116961	412783	836404	1160144	849167	655574	648756	769550	1144610	15052	849151	702146	673457	450237	139984	648757	1170306	1154671	505077	652894
405163	is caffeine an narcotic	422614	418368	419932	430840	408130	401411	417942	427099	429844	429842	416358	596675	404171	405158	416294	409627	431904	405159	523609	424861
42255	average salary for dental hygienist in nebraska	46642	1175791	43050	37660	35965	807074	806887	44305	42257	141032	1177542	323363	848285	848284	309239	502831	301827	502806	141036	141024
47210	average wedding dress alteration cost	32520	805859	315794	805977	314687	893779	805820	32434	102671	312662	47211	321470	327344	315796	211672	101525	547056	31447	327773	640130
555530	what are best foods to lower cholesterol	565469	661699	662020	661476	661880	190192	661790	661710	190168	190313	660182	189946	1159461	660705	661711	626542	660162	1009817	581972	189745
583468	what carvedilol used for	728109	472271	405585	164341	164337	164340	863166	656033	860699	708075	577839	534635	771535	741093	766261	787483	727980	746896	720584	743747
640502	what does it mean if your tsh is low	640368	666296	642644	767039	667899	925464	777539	670230	70968	593114	876169	777803	733992	858059	692700	237665	836949	451405	650823	858052
67316	can fever cause miscarriage early pregnancy	410071	410070	399907	901763	1140060	177209	506695	1060697	155576	517645	506847	1142706	418285	1156548	643463	953871	667815	581119	935698	454953
673670	what is a alm	1150810	755811	731242	706878	707038	711266	9631	631445	862010	432093	1140320	15895	649323	709314	673650	718835	803745	711567	760522	711269
701453	what is a statutory deed	449286	503422	680641	120011	649959	814566	635679	701446	686066	690229	129771	399766	799745	814362	648570	680640	701452	427582	635691	831517
730539	what is chronometer who invented it	1055709	1027695	519757	1029140	684638	928627	1075924	961227	962426	1028105	677417	961487	730535	1029204	873117	1029094	1028636	1029182	77	1029318
768208	what is mamey	136048	643022	768207	910048	1173823	892133	767541	831223	1138466	444808	444178	874764	689966	874765	1035618	18791	1057513	689745	448215	939599
877809	what metal are hip replacements made of	150540	528673	150539	1185740	528096	569100	86797	755066	973252	104553	530745	199658	107740	309841	739326	945292	266721	877827	555743	260653
911232	what type of conflict does della face in o henry the gift of the magi	1059134	539883	883799	1144566	767907	1054292	123583	444359	767765	938880	214777	1154092	758507	641700	619109	826441	203609	1159759	444347	140662
914916	what type of tissue are bronchioles	809690	914961	675626	914936	580224	21340	879738	555858	906040	906034	879763	913657	1016541	461854	896893	548910	906043	675625	519204	622313
938400	when did family feud come out	881736	881664	1028509	1044891	1057471	1040598	881670	184862	956478	637533	899451	184861	1032770	558622	455329	682839	1046999	964044	184870	1052061
940547	when did rock n roll begin	940543	792139	940546	647182	920670	1055999	1040692	958197	1037841	969174	515682	991824	27063	1052710	964477	179831	927903	928136	792132	928137
997622	where is the show shameless filmed	495428	1159664	294987	947591	295087	944365	881699	948229	525733	833209	495431	947594	947590	951775	595419	954279	944608	1051630	951774	1035296
